1,333,0,9,3,54.00,2,0,2,2,00:44:03
1,334,3,10,1,43.00,2,1,2,1,01:24:24
1,335,0,1,2,40.00,9,1,1,3,01:17:10
1,336,0,14,7,30.00,9,0,4,2,00:16:31
1,337,12,0,1,54.00,4,2,4,2,01:27:24
1,338,1,0,6,74.00,4,1,0,2,01:03:40
1,339,9,0,4,53.00,5,5,3,2,01:26:08
1,340,3,6,5,82.00,2,8,1,1,00:22:21
1,341,1,1,5,44.00,8,9,1,2,00:25:09
1,342,0,13,5,54.00,6,9,3,2,00:45:14
1,343,2,0,0,31.00,0,4,3,1,00:56:23
1,344,7,16,3,31.00,7,0,3,3,00:58:50
1,345,7,16,3,49.00,3,7,4,2,01:03:41
1,346,3,1,2,70.00,2,1,2,0,01:23:11
1,347,0,16,4,49.00,8,9,4,0,01:07:24
1,263,4,17,6,83.00,4,0,2,1,01:26:06
1,264,0,2,3,36.00,1,0,3,0,01:24:39
1,265,7,0,4,70.00,0,4,2,0,00:32:20
1,266,0,0,5,81.00,7,9,0,1,01:01:31
1,267,0,5,4,74.00,0,2,4,1,00:42:42
2,377,2,8,5,70.00,5,1,2,4,00:29:32
2,378,6,1,5,70.00,7,0,1,4,01:18:51
2,379,7,6,2,50.00,2,7,2,3,00:22:01
2,380,0,9,4,37.00,5,0,0,3,00:33:29
2,381,0,0,6,71.00,2,0,0,1,00:57:54
2,382,0,7,6,42.00,5,2,2,2,00:15:37
2,383,0,1,6,42.00,5,5,3,0,00:14:26
2,384,0,1,3,61.00,2,4,3,1,00:23:48
2,385,2,0,5,84.00,6,3,1,0,00:01:20
2,386,8,1,2,77.00,0,3,2,1,01:26:22
2,387,2,6,6,31.00,1,2,1,3,00:56:38
2,388,0,3,5,60.00,1,7,0,3,01:12:49
2,389,5,2,3,50.00,1,0,0,3,00:18:13
2,390,1,0,3,63.00,2,4,2,4,01:10:06
2,391,5,14,5,60.00,1,6,3,4,00:40:51
2,348,0,4,6,45.00,7,0,1,3,00:38:02
2,349,0,2,7,80.00,1,5,1,3,01:20:26
2,350,8,1,4,70.00,1,0,2,3,00:20:55
2,351,8,2,3,35.00,8,6,3,2,00:56:44
2,352,0,9,6,32.00,2,4,4,3,01:02:16
2,353,10,15,6,84.00,1,2,3,3,00:21:20
2,354,0,12,6,74.00,2,7,1,3,01:06:08
2,355,1,1,6,75.00,5,2,3,0,00:18:57
2,356,4,15,0,81.00,6,4,3,1,00:24:22
2,357,1,14,7,71.00,1,3,3,1,00:36:14
2,358,0,16,1,30.00,3,9,3,4,00:39:43
3,56,0,0,6,63.00,1,5,2,3,01:03:28
3,57,3,12,5,58.00,10,8,1,4,00:05:10
3,58,6,0,6,61.00,8,9,1,1,00:50:19
3,59,0,2,6,77.00,0,2,0,0,01:06:45
3,60,1,3,2,41.00,9,2,2,2,00:26:45
3,61,0,0,0,73.00,2,0,3,1,00:20:03
3,62,3,9,0,83.00,0,2,0,2,00:26:28
3,63,1,10,4,31.00,6,3,4,0,01:09:09
3,64,5,4,6,73.00,0,4,2,1,00:59:03
3,65,11,3,7,85.00,6,8,1,0,00:20:46
3,66,6,0,3,71.00,4,4,3,3,00:15:01
3,67,12,18,6,55.00,3,0,2,3,01:02:27
3,68,4,18,5,30.00,2,1,1,1,00:17:59
3,129,0,17,3,66.00,9,1,1,1,00:29:54
3,130,11,0,4,47.00,7,2,0,3,01:10:05
3,131,0,15,4,64.00,1,1,3,1,00:18:12
3,132,6,8,3,50.00,5,2,2,2,00:21:18
3,133,10,17,4,40.00,0,3,3,0,00:12:46
3,134,2,0,5,54.00,0,1,3,0,00:42:54
3,135,0,5,1,57.00,10,1,2,3,00:37:02
4,271,0,9,1,90.00,7,2,3,0,00:48:46
4,272,1,2,6,52.00,0,2,1,2,01:13:04
4,273,7,14,2,82.00,7,8,1,4,00:50:37
4,274,0,9,2,74.00,0,10,4,3,01:02:54
4,275,0,0,5,40.00,2,4,1,1,00:51:03
4,276,2,4,4,73.00,3,5,3,3,00:00:56
4,277,7,6,7,54.00,9,1,3,2,01:00:06
4,278,0,2,5,82.00,8,7,0,0,00:29:47
4,279,0,11,4,51.00,9,2,4,4,00:59:55
4,280,2,16,5,84.00,4,2,1,1,00:33:45
4,281,9,2,0,63.00,1,7,0,2,01:10:29
4,79,1,10,7,71.00,0,0,0,3,00:48:27
4,80,13,1,7,78.00,0,3,1,2,00:38:30
4,81,0,9,6,86.00,1,5,1,1,00:33:11
4,82,2,3,4,80.00,2,2,2,1,00:24:29
4,83,0,3,4,60.00,1,0,1,2,01:02:21
4,84,4,0,1,80.00,3,4,1,3,00:41:40
4,85,1,11,5,42.00,2,7,3,0,00:44:38
4,86,2,3,3,39.00,9,6,3,3,00:08:44
4,87,2,17,5,56.00,3,8,4,3,00:48:27
4,88,2,12,7,54.00,4,3,2,1,01:06:37
4,89,0,2,3,71.00,2,3,2,0,00:58:12
5,44,0,3,0,59.00,7,1,2,2,00:34:41
5,45,13,1,0,48.00,1,7,1,2,00:00:57
5,46,0,11,7,79.00,1,8,3,3,01:21:13
5,47,12,15,6,47.00,1,1,1,3,01:24:24
5,48,3,10,3,59.00,3,2,2,1,00:38:03
5,49,1,9,4,75.00,5,0,3,1,00:03:22
5,394,4,10,6,44.00,7,2,4,3,01:12:59
5,395,12,4,0,43.00,4,0,2,2,01:11:07
5,396,2,0,2,33.00,10,7,2,4,00:11:46
5,397,1,9,0,88.00,8,0,2,2,01:17:02
5,398,0,1,4,44.00,4,5,3,1,01:24:39
5,399,0,12,1,55.00,1,2,1,0,00:12:50
5,400,3,6,4,32.00,8,7,1,3,00:08:30
5,401,0,9,7,35.00,1,5,1,2,01:12:22
5,402,4,11,2,53.00,7,4,2,3,00:13:16
5,403,0,2,6,61.00,5,8,3,1,00:57:21
5,404,6,1,4,66.00,0,0,0,1,00:22:46
5,405,8,2,5,81.00,6,3,1,3,00:22:11
5,406,1,4,6,42.00,8,6,1,0,01:08:29
5,407,9,2,5,77.00,4,3,1,2,00:30:15
5,408,6,11,5,85.00,2,0,3,0,00:38:28
6,31,0,8,1,69.00,1,5,1,3,00:25:41
6,32,12,8,5,53.00,9,7,2,2,01:22:25
6,33,3,0,6,37.00,9,9,3,2,00:02:08
6,34,11,0,3,31.00,2,3,1,0,01:27:22
6,35,0,7,2,54.00,1,10,3,3,00:15:06
6,36,2,1,3,79.00,7,1,1,1,00:47:37
6,37,2,3,3,86.00,1,7,2,0,00:39:34
6,38,1,8,5,69.00,1,0,0,1,01:25:51
6,39,7,8,4,79.00,3,2,1,2,01:16:40
6,40,4,6,6,88.00,1,3,2,4,00:32:03
6,41,0,5,6,85.00,9,3,1,2,01:15:37
6,42,1,6,2,33.00,0,5,3,2,00:42:12
6,298,0,2,4,44.00,4,1,3,1,00:01:54
6,299,3,1,6,78.00,9,8,3,3,00:09:54
6,300,2,0,7,36.00,6,6,3,4,00:12:44
